,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID1814774804,0,3,8,-37.817489,145.0054343,-37.807202,145.0266373,3078.0,2018-06-06,09:39:13,743.9999999999999,9:51:37,5.72
ID1959301107,0,8,7,-37.8158343,145.04645,-37.8618349,144.905716,15151.0,2018-01-14,16:45:06,4917.479999999999,18:07:03,17.12
ID5283583513,2,5,2,-37.8048146,144.940066,-37.8151285,144.9378208,2110.0,2018-02-20,08:43:33,504.95999999999987,8:51:57,51.09
ID5545906564,2,7,4,-37.8618349,144.905716,-37.8138709,145.0024239,11219.0,2018-02-19,10:58:23,3571.0199999999995,11:57:54,299.05
ID3622143793,1,9,6,-38.1109156,144.6541725,-37.773845,144.9836895,48197.0,2018-04-02,14:50:03,11495.340000000007,18:01:38,61.15
ID1713406986,0,5,2,-37.8038491,144.9187243,-37.8183805,144.9473583,3538.0,2018-04-17,00:04:22,946.9800000000001,0:20:08,12.05
ID3601222080,1,4,2,-37.8035534,144.9987979,-37.8201966,144.9462139,6213.0,2018-21-01,03:56:02,1573.2000000000005,4:22:15,26.01
ID1116551700,0,5,4,-37.8048146,144.940066,-37.8041569,144.9939808,5698.0,2018-05-08,15:08:51,1440.4799999999998,15:32:51,8.91
ID1989055531,0,3,7,-37.8135539,144.9806089,-37.8618349,144.905716,9047.0,2018-01-10,05:17:57,3105.0600000000004,6:09:42,12.37
ID3850826815,1,1,4,-37.8006288,144.9683813,-37.8065078,145.001584,3423.0,2018-15-06,00:31:28,842.64,0:45:30,16.25
ID3171045118,1,1,9,-37.8057746,144.9577387,-38.1109156,144.6541725,43760.0,2018-16-04,02:34:47,10580.519999999999,5:31:07,62.45
ID1230169688,0,1,9,-37.8173553,144.946046,-38.1109156,144.6541725,41648.0,2018-04-08,00:05:18,10026.539999999999,2:52:24,26.68
ID1407324733,0,3,9,-37.8187858,145.0038714,-38.1109156,144.6541725,47142.0,2018-03-24,05:47:01,11438.22,8:57:39,29.43
ID1887607739,0,1,9,-37.8119995,144.9706252,-38.1109156,144.6541725,44028.0,2018-22-01,17:46:34,10579.439999999999,20:42:53,19.96
ID5550461436,2,1,3,-37.8141545,144.9631103,-37.8165173,145.0056336,4168.0,2018-01-24,19:54:42,1072.98,20:12:34,107.51
ID1912626631,0,4,3,-37.808915,145.0102942,-37.8176225,145.005412,1279.0,2018-05-05,06:36:15,314.3999999999999,6:41:29,6.85
ID1981694079,0,6,3,-37.773845,144.9836895,-37.8197071,144.9706373,5925.0,2018-01-03,12:12:33,1310.340000000001,12:34:23,9.47
ID1472534150,0,3,7,-37.8194746,144.9817627,-37.8618349,144.905716,8987.0,2018-05-22,15:27:28,2974.74,16:17:02,12.18
ID1621882306,0,2,5,-37.8192478,144.9464006,-37.8002124,144.9258168,3304.0,2018-01-16,06:32:57,774.24,6:45:51,4.27
ID3240095775,1,6,4,-37.7907967,144.985865,-37.8092109,145.0008942,3276.0,2018-01-01,03:33:33,951.48,3:49:24,17.04
ID1978136342,0,8,9,-37.8158343,145.04645,-38.1109156,144.6541725,51032.0,2018-06-13,16:04:36,12681.059999999998,19:35:57,22.74
ID1834160451,0,7,3,-37.8618349,144.905716,-37.8211963,144.9883052,9443.0,2018-07-09,02:13:50,3080.8199999999993,3:05:10,13.06
ID1511165802,0,1,7,-37.8174616,144.9527164,-37.8618349,144.905716,8654.0,2018-06-19,05:18:59,2974.2,6:08:33,13.62
ID1394782583,0,2,4,-37.8149699,144.9275776,-37.7999606,144.9942137,7910.0,2018-03-21,20:57:05,2028.6000000000006,21:30:53,9.67
ID3934368462,1,4,9,-37.8143539,145.0061393,-38.1109156,144.6541725,47574.0,2018-03-18,00:12:06,11388.0,3:21:54,66.47
ID1281520805,0,2,5,-37.8178976,144.9485457,-37.799659,144.9248126,3397.0,2018-02-30,14:08:24,814.98,14:21:58,10.61
ID3543428925,1,7,5,-37.8618349,144.905716,-37.8068301,144.9378108,10470.0,2018-06-31,11:33:04,3409.199999999999,12:29:53,21.39
ID1603305660,0,3,9,-37.8187351,145.0003355,-38.1109156,144.6541725,46809.0,2018-06-03,12:42:08,11356.619999999999,15:51:24,24.87
ID1552702443,0,5,4,-37.8059517,144.9335112,-37.8036107,145.0057693,7034.0,2018-02-30,15:15:54,1821.6600000000003,15:46:15,13.21
ID1565838233,0,3,7,-37.8083996,144.9940322,-37.8618349,144.905716,10652.0,2018-04-31,23:24:48,3514.98,0:23:22,19.61
ID1983405070,0,2,1,-37.8262024,144.9492544,-37.8113061,144.9729459,3200.0,2018-06-11,21:36:04,810.3600000000004,21:49:34,11.47
ID3567625199,1,9,1,-38.1109156,144.6541725,-37.8129859,144.9393261,42463.0,2018-07-07,00:23:36,10180.919999999996,3:13:16,64.38
ID3400341701,1,8,7,-37.8158343,145.04645,-37.8618349,144.905716,15151.0,2018-03-22,17:39:49,4917.479999999999,19:01:46,31.64
ID3412442478,1,8,5,-37.8158343,145.04645,-37.8120906,144.9276731,11096.0,2018-02-30,03:52:21,3112.0199999999973,4:44:13,27.36
ID5372846373,2,3,6,-37.8222658,144.9715037,-37.7874421,144.9804091,4520.0,2018-03-15,22:59:03,1193.6999999999998,23:18:56,127.06
ID3292982217,1,3,8,-37.8134362,144.9738214,-37.8158343,145.04645,6835.0,2018-01-16,11:33:33,2012.6399999999999,12:07:05,14.78
ID3277280378,1,2,9,-37.81284,144.9430922,-38.1109156,144.6541725,42104.0,2018-02-30,16:07:08,10087.38,18:55:15,54.98
ID3431014531,1,8,6,-37.8158343,145.04645,-37.773845,144.9836895,10698.0,2018-01-19,02:24:16,2735.16,3:09:51,24.94
ID1399028652,0,1,7,-37.8160583,144.9382877,-37.8618349,144.905716,10368.0,2018-06-25,10:14:25,3395.4000000000005,11:11:00,7.11
ID3784655345,1,6,9,-37.773845,144.9836895,-38.1109156,144.6541725,48197.0,2018-02-16,04:51:46,11519.399999999998,8:03:45,65.57
ID3521635314,1,3,2,-37.8193708,144.9818883,-37.8204917,144.951171,3016.0,2018-02-25,02:21:00,713.8200000000002,2:32:53,20.36
ID3824716714,1,2,3,-37.8181093,144.9469292,-37.8187507,144.9960643,4808.0,2018-05-04,03:40:15,1232.6399999999996,4:00:47,19.1
ID1266843036,0,4,1,-37.7994993,144.9896132,-37.8088582,144.9751059,2231.0,2018-02-22,06:29:44,571.5000000000002,6:39:15,4.07
ID1567411583,0,2,8,-37.8130154,144.9406963,-37.8158343,145.04645,9655.0,2018-02-30,13:54:14,2700.96,14:39:14,10.11
ID5273900363,2,7,6,-37.8618349,144.905716,-37.7874325,144.9803767,11633.0,2018-05-02,18:19:18,3645.299999999998,19:20:03,314.49
ID1451787335,0,4,3,-37.8047156,144.9998193,-37.8100903,144.9785812,2914.0,2018-04-31,20:20:21,704.3400000000003,20:32:05,10.12
ID1153511572,0,9,5,-38.1109156,144.6541725,-37.8058628,144.9366672,43227.0,2018-02-30,19:11:41,10358.159999999996,22:04:19,20.95
ID1212802955,0,8,6,-37.8158343,145.04645,-37.7908183,144.9857929,7471.0,2018-07-22,18:07:41,2192.7000000000007,18:44:13,13.21
ID5354952886,2,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151.0,2018-01-02,10:42:31,4911.599999999998,12:04:22,406.66
ID3900857170,1,7,6,-37.8618349,144.905716,-37.7874325,144.9803767,11633.0,2018-05-05,20:02:32,3645.299999999998,21:03:17,28.27
ID1447777856,0,3,5,-37.8252749,144.9817565,-37.8083191,144.9363986,5346.0,2018-03-26,15:37:08,1351.0800000000006,15:59:39,9.4
ID3603635925,1,3,7,-37.8246942,144.9889731,-37.8618349,144.905716,9239.0,2018-06-31,06:34:03,3023.88,7:24:26,18.44
ID3664024443,1,7,6,-37.8618349,144.905716,-37.773845,144.9836895,13169.0,2018-04-22,11:16:14,3863.579999999999,12:20:37,25.94
ID3146101389,1,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-06-27,14:37:55,13204.979999999994,18:17:59,68.12
ID3334207469,1,4,8,-37.8136398,145.0119015,-37.8158343,145.04645,3788.0,2018-02-15,07:17:27,1262.22,7:38:29,9.09
ID3711058023,1,9,3,-38.1109156,144.6541725,-37.8200266,144.9706807,44231.0,2018-07-12,02:49:38,10652.399999999998,5:47:10,62.38
ID3569940844,1,9,3,-38.1109156,144.6541725,-37.8237079,144.9917149,46170.0,2018-03-09,08:29:28,11207.160000000005,11:36:15,56.36
ID1125858679,0,2,4,-37.8164425,144.9373646,-37.8133448,145.0056668,6634.0,2018-03-02,11:56:58,1672.5600000000006,12:24:50,5.27
ID3966305762,1,1,6,-37.8038887,144.9487812,-37.7907967,144.985865,4788.0,2018-05-04,07:30:50,1320.1200000000006,7:52:50,10.62
ID1471755865,0,4,2,-37.8125305,145.0045288,-37.8161952,144.9287407,8083.0,2018-01-01,02:08:55,2035.0800000000017,2:42:50,12.2
ID1434640051,0,1,3,-37.8012572,144.9539598,-37.8248915,144.9821057,4423.0,2018-07-09,14:33:12,1065.6000000000004,14:50:57,8.13
ID3838045571,1,8,3,-37.8158343,145.04645,-37.8233421,144.9704911,7946.0,2018-06-21,09:30:44,2279.759999999999,10:08:43,15.74
ID1551257777,0,8,4,-37.8158343,145.04645,-37.7995518,145.0036237,5004.0,2018-07-23,06:04:00,1528.3200000000004,6:29:28,6.86
ID1436783574,0,2,1,-37.8143832,144.9379851,-37.8054079,144.9671814,3321.0,2018-07-09,00:11:22,829.5600000000001,0:25:11,13.14
ID3911278861,1,2,7,-37.818287,144.9257374,-37.8618349,144.905716,11087.0,2018-06-12,00:50:43,3609.1800000000003,1:50:52,30.23
ID3249719614,1,1,6,-37.7989545,144.9541248,-37.7874421,144.9804091,3737.0,2018-07-18,19:33:31,944.5200000000002,19:49:15,12.4
ID1889377704,0,5,7,-37.7986482,144.9271207,-37.8618349,144.905716,12085.0,2018-04-15,14:30:02,3825.660000000001,15:33:47,14.2
ID3155336830,1,8,3,-37.807202,145.0266373,-37.818372,145.0015339,3549.0,2018-07-22,16:55:25,855.3000000000003,17:09:40,16.69
ID1326588493,0,4,9,-37.7992337,145.0134219,-38.1109156,144.6541725,49126.0,2018-01-15,18:58:31,11956.38,22:17:47,21.67
ID1629515326,0,4,1,-37.8045464,144.9999847,-37.8080916,144.960357,4286.0,2018-07-10,14:25:22,1072.3200000000002,14:43:14,7.07
ID1633355938,0,1,7,-37.8081454,144.9435405,-37.8618349,144.905716,10065.0,2018-06-24,02:32:26,3358.5600000000004,3:28:24,17.41
ID1887295601,0,2,1,-37.8184922,144.948613,-37.8163682,144.9656303,1746.0,2018-02-14,22:25:53,475.19999999999993,22:33:48,9.98
ID3979399298,1,2,9,-37.8129675,144.9336625,-38.1109156,144.6541725,43757.0,2018-06-17,18:14:37,10509.06,21:09:46,59.26
ID1120153683,0,4,1,-37.8071804,144.996243,-37.8004156,144.9520798,4199.0,2018-04-12,06:56:31,1029.24,7:13:40,5.05
ID1779995804,0,8,7,-37.807202,145.0266373,-37.8618349,144.905716,13986.0,2018-04-13,08:21:57,4298.280000000001,9:33:35,9.77
ID1491700244,0,8,1,-37.807202,145.0266373,-37.8128436,144.9520799,7339.0,2018-03-16,04:56:41,1860.9600000000003,5:27:41,13.65
ID3605965388,1,1,3,-37.8177493,144.9485325,-37.822527,144.9739586,2862.0,2018-04-25,21:03:57,692.4599999999999,21:15:29,17.27
ID3326831153,1,5,1,-37.8116461,144.9317775,-37.8180834,144.9661608,4345.0,2018-06-09,00:57:31,1092.3,1:15:43,23.37
ID3955191110,1,9,5,-38.1109156,144.6541725,-37.8055815,144.9315268,43632.0,2018-03-20,05:29:17,10446.119999999997,8:23:23,60.87
ID1344856770,0,8,1,-37.8158343,145.04645,-37.803485,144.9654717,7537.0,2018-06-25,08:41:35,2218.14,9:18:33,7.14
ID3246580217,1,7,2,-37.8618349,144.905716,-37.8252426,144.9483362,8765.0,2018-07-01,14:23:59,2976.48,15:13:35,27.41
ID1943236421,0,8,9,-37.807202,145.0266373,-38.1109156,144.6541725,49777.0,2018-05-26,21:11:09,12069.779999999999,0:32:18,29.56
ID3632343501,1,6,2,-37.773845,144.9836895,-37.8244237,144.9365901,8436.0,2018-01-09,14:50:57,1911.7800000000009,15:22:48,16.19
ID3863965578,1,9,6,-38.1109156,144.6541725,-37.7907967,144.985865,47193.0,2018-02-27,22:20:00,11535.780000000008,1:32:15,65.3
ID5497839959,2,6,3,-37.773845,144.9836895,-37.8246038,145.0005422,7797.0,2018-03-14,09:34:50,1733.880000000001,10:03:43,152.4
ID3177471239,1,2,3,-37.8221215,144.9496754,-37.8202215,144.9851673,3413.0,2018-03-27,02:06:29,800.4599999999999,2:19:49,17.34
ID1622446873,0,8,4,-37.8158343,145.04645,-37.8015357,144.9929039,5614.0,2018-06-16,20:06:38,1737.7800000000002,20:35:35,13.31
ID3638099040,1,6,8,-37.7874421,144.9804091,-37.8158343,145.04645,8357.0,2018-06-10,09:01:38,2437.38,9:42:15,21.05
ID3176664274,1,3,8,-37.8207328,144.9670634,-37.807202,145.0266373,6763.0,2018-01-21,00:53:00,1718.4600000000005,1:21:38,26.04
ID1258974954,0,7,8,-37.8618349,144.905716,-37.807202,145.0266373,13986.0,2018-03-21,09:35:11,4292.399999999998,10:46:43,8.56
ID1970027151,0,3,7,-37.8181824,145.0039911,-37.8618349,144.905716,11023.0,2018-03-18,13:56:40,3506.4000000000005,14:55:06,14.52
ID1453345183,0,2,8,-37.8244583,144.9466767,-37.8158343,145.04645,9616.0,2018-05-21,06:42:16,2793.3,7:28:49,6.65
ID5251413171,2,7,5,-37.8618349,144.905716,-37.8024197,144.934978,10960.0,2018-01-06,22:19:35,3518.099999999999,23:18:13,320.23
ID5224299900,2,9,2,-38.1109156,144.6541725,-37.8201966,144.9462139,41818.0,2018-07-02,02:03:20,10055.640000000001,4:50:55,837.12
ID3313264486,1,1,2,-37.8132706,144.9515284,-37.8278943,144.9502257,1966.0,2018-02-25,08:54:07,546.12,9:03:13,10.7
ID3519706585,1,5,6,-37.8053799,144.9372176,-37.7738026,144.9836466,9661.0,2018-05-24,16:58:29,2953.38,17:47:42,22.17
ID1613352872,0,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151.0,2018-03-03,02:55:33,4911.599999999998,4:17:24,21.38
ID3792098813,1,9,8,-38.1109156,144.6541725,-37.8158343,145.04645,51032.0,2018-02-19,23:00:10,12681.060000000005,2:31:31,72.52
ID3117970621,1,6,9,-37.7738026,144.9836466,-38.1109156,144.6541725,51061.0,2018-07-22,06:50:37,12976.499999999996,10:26:53,67.06
ID3796495477,1,4,9,-37.8000808,145.0102182,-38.1109156,144.6541725,48461.0,2018-01-16,05:10:04,11806.859999999999,8:26:50,65.34
ID1634114327,0,6,7,-37.7874325,144.9803767,-37.8618349,144.905716,11633.0,2018-06-19,00:17:25,3663.780000000001,1:18:28,14.24
ID1665736518,0,8,1,-37.8158343,145.04645,-37.8155951,144.9580329,8213.0,2018-07-20,20:02:43,2379.84,20:42:22,8.86
ID3589614925,1,9,2,-38.1109156,144.6541725,-37.8132995,144.9370402,42768.0,2018-06-02,17:29:45,10248.539999999995,20:20:33,59.35
ID1555349852,0,8,9,-37.8158343,145.04645,-38.1109156,144.6541725,51032.0,2018-02-16,10:13:50,12681.059999999998,13:45:11,20.17
ID1652771584,0,9,4,-38.1109156,144.6541725,-37.8143628,145.0068668,47641.0,2018-01-04,14:57:56,11397.060000000001,18:07:53,22.83
ID3805005498,1,3,2,-37.8239194,144.9907013,-37.8192943,144.9458405,4402.0,2018-01-23,15:05:33,1185.66,15:25:18,15.29
ID1143992049,0,5,7,-37.8061183,144.9342142,-37.8618349,144.905716,10806.0,2018-06-25,02:39:17,3463.9800000000005,3:37:00,15.0
ID5377427843,2,5,9,-37.8113599,144.9272092,-38.1109156,144.6541725,43741.0,2018-06-23,15:07:21,10491.66,18:02:12,868.73
ID3340830899,1,9,3,-38.1109156,144.6541725,-37.8238393,144.9812543,45544.0,2018-01-20,07:51:05,10975.140000000003,10:54:00,58.7
ID3592351895,1,9,3,-38.1109156,144.6541725,-37.8264997,145.0054467,47391.0,2018-05-11,14:17:53,11458.380000000006,17:28:51,60.39
ID1570683572,0,7,5,-37.8618349,144.905716,-37.8045313,144.9350517,10879.0,2018-04-07,19:33:41,3514.1399999999994,20:32:15,15.95
ID3413697873,1,1,4,-37.813359,144.9513651,-37.8131862,145.0142566,5858.0,2018-04-19,20:13:48,1453.26,20:38:01,15.01
ID1880987374,0,1,4,-37.8153749,144.9596659,-37.8103255,145.0019927,4157.0,2018-05-23,02:53:20,995.46,3:09:55,10.04
ID1384593791,0,3,9,-37.820764,144.9671687,-38.1109156,144.6541725,44034.0,2018-05-15,17:17:05,10628.519999999999,20:14:13,19.56
ID3291185814,1,6,1,-37.7907967,144.985865,-37.8150689,144.9641288,4014.0,2018-03-02,01:32:13,1114.86,1:50:47,18.77
ID3637560640,1,4,6,-37.7961315,144.9949687,-37.7738026,144.9836466,11168.0,2018-07-10,21:21:24,3136.44,22:13:40,28.4
ID5559550981,2,4,1,-37.8009662,145.0021528,-37.8133238,144.9384266,7035.0,2018-07-27,09:36:26,1793.6399999999999,10:06:19,156.32
ID5323259506,2,7,5,-37.8618349,144.905716,-37.8093814,144.9317534,10928.0,2018-05-24,19:09:06,3535.7999999999975,20:08:01,305.93
